event_id,corpus,n_articles,n_stories,dup_removed
PFC-2023-AZ-63698A10,Ped,4,4,0
PFC-2023-CA-2065A166,Ped,1,1,0
PFC-2023-CA-A4A85DBF,Ped,1,1,0
PFC-2023-NV-809E6F70,Ped,1,1,0
PFC-2023-NV-AAD6638D,Ped,1,1,0
PFC-2023-CA-B8D30973,Ped,4,4,0
PFC-2023-NV-21FD084A,Ped,1,1,0
PFC-2023-CA-9942EFA3,Ped,1,1,0
PFC-2023-AZ-8AB405BF,Ped,3,3,0
PFC-2023-CA-6F85EAB5,Ped,1,1,0
PFC-2023-AZ-D3A00FE2,Ped,5,5,0
PFC-2023-AZ-CFA011FB,Ped,2,2,0
PFC-2023-NV-448E4DE7,Ped,1,1,0
PFC-2023-CA-36CEAAEE,Ped,1,1,0
PFC-2023-AZ-896AC8FF,Ped,3,3,0
PFC-2023-AZ-BDDB58E6,Ped,1,1,0
PFC-2023-CA-63C93493,Ped,1,1,0
PFC-2023-NV-B77FDBCE,Ped,2,2,0
PFC-2023-AZ-C95A86E3,Ped,1,1,0
PFC-2023-AZ-FB0D6D8F,Ped,1,1,0
PFC-2023-CA-D7BCA788,Ped,1,1,0
PFC-2023-NV-4E8F3E76,Ped,1,1,0
PFC-2023-CA-6AE923F1,Ped,1,1,0
PFC-2023-NV-C8DABAAE,Ped,1,1,0
PFC-2023-CA-E0FFEC0D,Ped,1,1,0
PFC-2023-CA-81D73A00,Ped,1,1,0
PFC-2023-CA-E6D10900,Ped,4,3,1
PFC-2023-CA-88AD255A,Ped,2,2,0
PFC-2023-CA-5AC41963,Ped,2,2,0
PFC-2023-CA-60FB649E,Ped,2,2,0
PFC-2023-NV-B50929EC,Ped,1,1,0
PFC-2023-CA-4693905C,Ped,12,10,2
PFC-2023-AZ-A82AB235,Ped,2,2,0
PFC-2023-CA-AF9B7AEF,Ped,1,1,0
PFC-2023-CA-86752164,Ped,1,1,0
PFC-2023-NV-09C7A8C3,Ped,1,1,0
PFC-2023-AZ-87818B08,Ped,1,1,0
PFC-2023-CA-D7640383,Ped,2,2,0
PFC-2023-NV-FFF57DCD,Ped,1,1,0
PFC-2023-AZ-E15A9A0F,Ped,2,2,0
PFC-2023-NV-94A185C9,Ped,1,1,0
PFC-2023-CA-A3A8285A,Ped,1,1,0
PFC-2023-CA-D986965E,Ped,3,3,0
PFC-2023-AZ-77730630,Ped,1,1,0
PFC-2023-CA-AA7391D0,Ped,1,1,0
PFC-2023-CA-658A8E5D,Ped,1,1,0
PFC-2023-CA-7A1907F8,Ped,1,1,0
PFC-2023-CA-ABBC53E8,Ped,1,1,0
PFC-2023-AZ-9773B9A1,Ped,1,1,0
PFC-2023-CA-B182E690,Ped,1,1,0
PFC-2023-CA-037ACED4,Ped,4,3,1
PFC-2023-CA-39E81EBB,Ped,3,3,0
PFC-2023-CA-BBD26D14,Ped,1,1,0
PFC-2023-CA-D75CB027,Ped,1,1,0
PFC-2023-CA-9E5AEDD9,Ped,2,2,0
PFC-2023-CA-838A0FB6,Ped,4,4,0
PFC-2023-NV-CD2EF17A,Ped,1,1,0
PFC-2023-CA-82A2B133,Ped,2,2,0
PFC-2023-AZ-CB385D4A,Ped,1,1,0
PFC-2023-CA-1AA654EF,Ped,1,1,0
PFC-2023-AZ-EFFA4E2A,Ped,1,1,0
PFC-2023-NV-E5B24BA9,Ped,1,1,0
PFC-2023-NV-DCD95855,Ped,1,1,0
PFC-2023-CA-9C9BFFEE,Ped,1,1,0
PFC-2023-CA-DCBF36AB,Ped,1,1,0
PFC-2023-CA-3824EC6F,Ped,1,1,0
PFC-2023-NV-62D26B8B,Ped,1,1,0
PFC-2023-AZ-31A6D8C0,Ped,2,2,0
PFC-2023-NV-12B9132E,Ped,1,1,0
PFC-2023-CA-96995859,Ped,1,1,0
PFC-2023-CA-EF7AA761,Ped,1,1,0
PFC-2023-CA-E2395CBE,Ped,1,1,0
PFC-2023-AZ-E38CE54C,Ped,1,1,0
PFC-2023-CA-6B4D1E9D,Ped,1,1,0
PFC-2023-AZ-D7AD0C1F,Ped,1,1,0
PFC-2023-AZ-EE3C0401,Ped,1,1,0
PFC-2023-CA-AD24185F,Ped,1,1,0
PFC-2023-CA-D72EB7BD,Ped,1,1,0
PFC-2023-CA-C559AC49,Ped,1,1,0
PFC-2023-CA-9E5DDC72,Ped,1,1,0
PFC-2023-CA-DBC625A3,Ped,1,1,0
PFC-2023-CA-12A5E270,Ped,1,1,0
PFC-2023-CA-85170EBD,Ped,1,1,0
PFC-2024-NV-3CB20682,Ped,1,1,0
PFC-2024-CA-2759AD68,Ped,1,1,0
PFC-2024-CA-556E44C8,Ped,1,1,0
PFC-2024-AZ-1A1A2347,Ped,1,1,0
PFC-2024-AZ-4E6A9B63,Ped,1,1,0
PFC-2024-NV-2D9C8A0F,Ped,1,1,0
PFC-2024-CA-30854FCD,Ped,1,1,0
PFC-2024-NV-A63865BE,Ped,4,4,0
PFC-2024-NV-CC7B636E,Ped,2,2,0
PFC-2024-NV-7A3141A4,Ped,1,1,0
PFC-2024-CA-B76A2665,Ped,12,11,1
PFC-2024-CA-788E8DD9,Ped,1,1,0
PFC-2024-CA-C2416286,Ped,1,1,0
PFC-2024-AZ-94B4B592,Ped,1,1,0
PFC-2024-CA-171573C4,Ped,1,1,0
PFC-2024-AZ-EFDBF22A,Ped,2,2,0
PFC-2024-NV-358195FE,Ped,1,1,0
PFC-2024-CA-D98046A2,Ped,1,1,0
PFC-2024-AZ-62F1741D,Ped,1,1,0
PFC-2024-AZ-7BE84181,Ped,2,2,0
PFC-2024-CA-9D12BD63,Ped,1,1,0
PFC-2024-CA-40492E15,Ped,3,3,0
PFC-2024-CA-5A9ABF23,Ped,1,1,0
PFC-2024-AZ-559FFEDD,Ped,2,2,0
PFC-2024-AZ-57F37C1D,Ped,2,2,0
PFC-2024-NV-FE2E9844,Ped,2,2,0
PFC-2024-AZ-E41E1664,Ped,1,1,0
PFC-2024-CA-1D32F518,Ped,4,4,0
PFC-2024-AZ-6B865700,Ped,1,1,0
PFC-2024-NV-AFCBC5E1,Ped,1,1,0
PFC-2024-AZ-AA9191E5,Ped,3,3,0
PFC-2024-TX-E53367EC,Ped,1,1,0
PFC-2024-CA-659006CC,Ped,1,1,0
PFC-2024-NV-3B2246B2,Ped,1,1,0
PFC-2024-AZ-478D3044,Ped,1,1,0
PFC-2024-NV-2579DAEA,Ped,1,1,0
PFC-2024-NV-91F72162,Ped,1,1,0
PFC-2024-TX-D3C23A0F,Ped,2,2,0
PFC-2024-NV-1AFBFA1B,Ped,1,1,0
PFC-2024-NV-4140A104,Ped,1,1,0
PFC-2024-NV-AC146AC2,Ped,1,1,0
PFC-2024-TX-44BD1155,Ped,1,1,0
PFC-2024-CA-A35E3E85,Ped,2,2,0
PFC-2024-CA-D8318189,Ped,1,1,0
PFC-2024-AZ-ADBABC58,Ped,1,1,0
PFC-2024-CA-DC620952,Ped,2,2,0
PFC-2024-CA-EF9574E4,Ped,1,1,0
PFC-2024-CA-B29E9D3C,Ped,1,1,0
PFC-2024-NV-21EE99A6,Ped,1,1,0
PFC-2024-TX-1C91549C,Ped,5,5,0
PFC-2024-NV-9BA1B9C0,Ped,1,1,0
PFC-2024-AZ-69CB81B7,Ped,1,1,0
PFC-2024-CA-CFD73458,Ped,1,1,0
PFC-2024-NV-92EA41AC,Ped,1,1,0
PFC-2024-CA-0381FD86,Ped,1,1,0
PFC-2024-CA-05F17E58,Ped,2,2,0
PFC-2024-AZ-C44283B9,Ped,2,2,0
PFC-2024-NV-59840B11,Ped,1,1,0
PFC-2024-NV-13376DDC,Ped,3,3,0
PFC-2024-AZ-B8D10804,Ped,1,1,0
PFC-2024-CA-CA0BEB6E,Ped,1,1,0
PFC-2024-AZ-F1B22F31,Ped,1,1,0
PFC-2024-NV-4F428B8C,Ped,2,2,0
PFC-2024-NV-2B8CF36E,Ped,2,2,0
PFC-2024-CA-B5DB946C,Ped,3,3,0
PFC-2024-CA-0451271B,Ped,1,1,0
PFC-2024-AZ-F2ECC421,Ped,1,1,0
PFC-2024-CA-7D2966F4,Ped,1,1,0
PFC-2024-CA-E9C8D1DB,Ped,1,1,0
PFC-2024-CA-C7E4D41B,Ped,1,1,0
PFC-2024-CA-4C62454E,Ped,9,1,8
PFC-2024-CA-24EDC057,Ped,1,1,0
PFC-2024-CA-C3E0A6DA,Ped,1,1,0
PFC-2024-NV-A4CA4CAE,Ped,1,1,0
PFC-2024-NV-61DB06B3,Ped,2,2,0
PFC-2024-CA-128E8102,Ped,1,1,0
PFC-2024-NV-999117C6,Ped,1,1,0
PFC-2024-CA-9E98CBF0,Ped,1,1,0
PFC-2024-NV-F7C1F53A,Ped,2,2,0
PFC-2024-NV-03562E96,Ped,1,1,0
PFC-2024-AZ-A0C54824,Ped,1,1,0
PFC-2024-NV-1FCD62C8,Ped,1,1,0
PFC-2024-NV-61247F6D,Ped,1,1,0
PFC-2024-CA-6F9A44B0,Ped,3,3,0
PFC-2024-CA-B021AB82,Ped,1,1,0
PFC-2024-CA-4EF03904,Ped,2,2,0
PFC-2024-NV-72458937,Ped,2,2,0
PFC-2024-NV-EA19E48F,Ped,2,2,0
PFC-2024-NV-7AF6C264,Ped,1,1,0
PFC-2024-AZ-705A439B,Ped,1,1,0
PFC-2024-CA-6964AE80,Ped,5,5,0
PFC-2024-CA-49B5D39F,Ped,1,1,0
PFC-2024-AZ-68B48BC2,Ped,1,1,0
PFC-2024-TX-0F46D31C,Ped,1,1,0
PFC-2024-NV-D96DA188,Ped,1,1,0
PFC-2024-TX-A59CD21E,Ped,1,1,0
PFC-2024-NV-FDA0185A,Ped,1,1,0
PFC-2024-AZ-548A1D17,Ped,1,1,0
PFC-2024-NV-C2C5E4A7,Ped,1,1,0
PFC-2024-AZ-86A60F04,Ped,1,1,0
PFC-2024-CA-85F51F0E,Ped,2,2,0
PFC-2024-AZ-1E8A4E1A,Ped,1,1,0
PFC-2024-CA-584209F8,Ped,5,5,0
PFC-2024-CA-CB89A54A,Ped,1,1,0
PFC-2024-NV-AFFE3EC2,Ped,1,1,0
PFC-2024-AZ-8FA620C5,Ped,1,1,0
PFC-2024-AZ-EE0AF165,Ped,1,1,0
PFC-2024-NV-CC9D0E62,Ped,1,1,0
PFC-2024-AZ-E5C31CF8,Ped,1,1,0
PFC-2024-CA-F848DDF5,Ped,2,1,1
PFC-2024-CA-C3EA31FE,Ped,1,1,0
PFC-2024-CA-C178C5C9,Ped,2,2,0
PFC-2024-NV-509C1640,Ped,2,2,0
PFC-2024-AZ-94102724,Ped,3,3,0
PFC-2024-NV-AF68189E,Ped,4,4,0
PFC-2024-CA-0D39A358,Ped,1,1,0
PFC-2024-CA-3FF6B3DF,Ped,1,1,0
PFC-2024-CA-5D54CC6E,Ped,2,2,0
PFC-2024-NV-6B70AECA,Ped,1,1,0
PFC-2024-NV-13BF4611,Ped,2,2,0
PFC-2024-CA-07730E96,Ped,1,1,0
PFC-2024-CA-90F82169,Ped,1,1,0
PFC-2024-CA-1F1DBCBA,Ped,1,1,0
PFC-2024-TX-452A45F4,Ped,1,1,0
PFC-2024-NV-958FB25A,Ped,1,1,0
PFC-2024-NV-AEA00D2F,Ped,1,1,0
PFC-2024-CA-2A02DBFE,Ped,1,1,0
PFC-2024-NV-DAC2F070,Ped,1,1,0
PFC-2024-NV-FBB7FADE,Ped,1,1,0
PFC-2024-NV-27FFF2E2,Ped,1,1,0
PFC-2024-CA-1A8C909A,Ped,1,1,0
PFC-2024-CA-21C46CAA,Ped,1,1,0
PFC-2024-NV-F6E9BAEA,Ped,1,1,0
PFC-2024-TX-7A07726C,Ped,1,1,0
PFC-2024-CA-1CB401DB,Ped,1,1,0
PFC-2024-CA-E1B2539A,Ped,3,3,0
PFC-2024-NV-7893DB01,Ped,1,1,0
PFC-2024-CA-07CD9809,Ped,3,3,0
PFC-2024-NV-B6101011,Ped,1,1,0
PFC-2024-AZ-3D6963F1,Ped,1,1,0
PFC-2024-CA-66711ED3,Ped,1,1,0
PFC-2025-CA-D066B66F,Ped,1,1,0
PFC-2025-CA-8156A43A,Ped,3,3,0
PFC-2025-CA-825D148E,Ped,1,1,0
PFC-2025-TX-2196EB39,Ped,1,1,0
PFC-2025-CA-357EA2DA,Ped,1,1,0
PFC-2025-CA-4B18896A,Ped,2,2,0
PFC-2025-CA-D7114288,Ped,1,1,0
PFC-2025-CA-AA52D1C4,Ped,1,1,0
PFC-2025-CA-87966DD9,Ped,1,1,0
PFC-2025-CA-D768C087,Ped,1,1,0
PFC-2025-CA-6838F1B6,Ped,1,1,0
PFC-2025-AZ-4E41041E,Ped,1,1,0
PFC-2025-CA-A18D543B,Ped,2,1,1
PFC-2025-CA-0FF9A8E7,Ped,1,1,0
PFC-2025-CA-4F8658BD,Ped,1,1,0
PFC-2025-CA-90A0CEC2,Ped,3,3,0
PFC-2025-CA-D1C4BA93,Ped,2,2,0
PFC-2025-CA-16ED9CE9,Ped,2,2,0
PFC-2025-CA-592CABCD,Ped,4,4,0
PFC-2025-NV-A850C873,Ped,2,2,0
PFC-2025-CA-F2FAB490,Ped,1,1,0
PFC-2025-NV-09410B20,Ped,1,1,0
PFC-2025-CA-E2C176C9,Ped,2,2,0
PFC-2025-CA-50792E9C,Ped,1,1,0
PFC-2025-CA-598BF8ED,Ped,1,1,0
PFC-2025-NV-919C5F1F,Ped,1,1,0
PFC-2025-CA-37742273,Ped,1,1,0
PFC-2025-AZ-A9A87F2D,Ped,1,1,0
PFC-2025-NV-564F79F1,Ped,1,1,0
PFC-2025-CA-CB126A59,Ped,2,2,0
PFC-2025-AZ-39FD3B7D,Ped,2,2,0
PFC-2025-NV-B5E053B2,Ped,2,2,0
PFC-2025-CA-8710303D,Ped,3,3,0
PFC-2025-AZ-8A0D1BE6,Ped,1,1,0
PFC-2025-CA-FCF72916,Ped,1,1,0
PFC-2025-TX-8866569E,Ped,1,1,0
PFC-2025-CA-85B69D2D,Ped,1,1,0
PFC-2025-CA-EC062F7E,Ped,1,1,0
PFC-2025-NV-C8B2C89D,Ped,1,1,0
PFC-2025-CA-2A76D823,Ped,1,1,0
PFC-2025-CA-DEE87E3D,Ped,1,1,0
PFC-2025-NV-97A2966B,Ped,1,1,0
PFC-2025-NV-34921D92,Ped,2,2,0
PFC-2025-CA-0EE18C7B,Ped,1,1,0
PFC-2025-NV-1A20A96C,Ped,2,2,0
PFC-2025-CA-770F2B4A,Ped,1,1,0
PFC-2025-CA-83ECF8F2,Ped,1,1,0
PFC-2025-CA-078EA70C,Ped,1,1,0
PFC-2025-NV-860FAB65,Ped,1,1,0
PFC-2025-NV-7E3A17DC,Ped,1,1,0
PFC-2025-NV-47E6B7CC,Ped,3,3,0
PFC-2025-CA-54A7E18B,Ped,1,1,0
PFC-2025-CA-D8CDE30F,Ped,1,1,0
PFC-2025-AZ-109F588E,Ped,1,1,0
PFC-2025-CA-A79FCA3D,Ped,2,2,0
PFC-2025-CA-3B9D6CCC,Ped,1,1,0
PFC-2025-CA-6764E2B0,Ped,1,1,0
PFC-2025-NV-6730488E,Ped,2,2,0
PFC-2025-NV-2149F983,Ped,1,1,0
PFC-2025-NV-1FB1172A,Ped,1,1,0
PFC-2025-AZ-638277BD,Ped,2,2,0
PFC-2025-CA-A8E39ED8,Ped,1,1,0
PFC-2025-CA-F6E1656F,Ped,1,1,0
PFC-2025-CA-27F75480,Ped,1,1,0
PFC-2025-CA-EDC6691A,Ped,1,1,0
PFC-2025-AZ-41AEFD59,Ped,1,1,0
PFC-2025-AZ-8E91C12B,Ped,1,1,0
PFC-2025-CA-8E0DBD81,Ped,1,1,0
